Version,Year,Month,Sender,Receiver,Cost,Quantity
V001,2017,M01,BP_01_78B_1,RP_01_40A,2.25,0
V001,2017,M01,BP_01_78B_1,RP_01_45B,84,0
V001,2017,M01,BP_01_78B_1,RP_01_46A,7,0
V001,2017,M01,BP_01_78B_1,RP_01_47A,15,0
V001,2017,M01,BP_01_78B_2,RP_01_61D,1,0
V001,2017,M01,BP_01_78B_2,RP_01_75A,1,0
V001,2017,M01,BP_01_78B_2,RP_01_78B,4,0
V001,2017,M01,BP_01_78B_2,RP_01_78C,13,0
V001,2017,M01,BP_01_78B_2,RP_01_14B,1,0
V001,2017,M01,BP_01_78B_2,RP_01_15A,1,0
V001,2017,M01,BP_01_78B_2,RP_01_16A,1,0
V001,2017,M01,BP_01_78B_2,RP_01_16C,2,0
V001,2017,M01,BP_01_78B_2,RP_01_16D,4,0
V001,2017,M01,BP_01_78B_2,RP_01_16E,14,0
V001,2017,M01,BP_01_78B_2,RP_01_16F,4,0
V001,2017,M01,BP_01_78B_2,RP_01_16G,3.75,0
V001,2017,M01,BP_01_78B_2,RP_01_16H,17,0
V001,2017,M01,BP_01_78B_2,RP_01_16I,7.25,0
V001,2017,M01,BP_01_78B_2,RP_01_17A,24.08333333,0
V001,2017,M01,BP_01_78B_2,RP_01_17B,1,0
V001,2017,M01,BP_01_78B_2,RP_01_18A,1,0
V001,2017,M01,BP_01_78B_2,RP_01_19A,1,0
V001,2017,M01,BP_01_78B_2,RP_01_19B,14,0
V001,2017,M01,BP_01_78B_2,RP_01_19C,1,0
V001,2017,M01,BP_01_78B_2,RP_01_23A,1,0
V001,2017,M01,BP_01_78B_2,RP_01_23B,11,0
V001,2017,M01,BP_01_78B_2,RP_01_25A,4,0
V001,2017,M01,BP_01_78B_2,RP_01_31A,1,0
V001,2017,M01,BP_01_78B_2,RP_01_31B,1,0
V001,2017,M01,BP_01_78B_2,RP_01_31C,2,0
V001,2017,M01,BP_01_78B_2,RP_01_34B,2,0
V001,2017,M01,BP_01_78B_2,RP_01_34C,10,0
V001,2017,M01,BP_01_78B_2,RP_01_35B,6,0
V001,2017,M01,BP_01_78B_2,RP_01_35C,9,0
V001,2017,M01,BP_01_78B_2,RP_01_35N,14,0
V001,2017,M01,BP_01_78B_2,RP_01_38A,1,0
V001,2017,M01,BP_01_78B_2,RP_01_39B,1,0
V001,2017,M01,BP_01_78B_2,RP_01_40B,1,0
V001,2017,M01,BP_01_78B_2,RP_01_45A,1,0
V001,2017,M01,BP_01_78B_2,RP_01_45B,4,0
V001,2017,M01,BP_01_78B_2,RP_01_45C,1,0
V001,2017,M01,BP_01_78B_2,RP_01_46A,2,0
V001,2017,M01,BP_01_78B_2,RP_01_14D,1,0
V001,2017,M01,BP_01_78B_2,RP_01_17C,39.58333333,0
V001,2017,M01,BP_01_78B_2,RP_01_17D,7,0
V001,2017,M01,BP_01_78B_2,RP_01_38D,4,0
V001,2017,M01,BP_01_78B_2,RP_01_47D,2.916666667,0
V001,2017,M01,BP_01_78B_3,RP_01_61A,1,0
V001,2017,M01,BP_01_78B_3,RP_01_61B,1,0
V001,2017,M01,BP_01_78B_3,RP_01_61C,2.75,0
V001,2017,M01,BP_01_78B_3,RP_01_70A,3,0
V001,2017,M01,BP_01_78B_3,RP_01_75A,2,0
V001,2017,M01,BP_01_78B_3,RP_01_76A,5,0
V001,2017,M01,BP_01_78B_3,RP_01_76B,1,0
V001,2017,M01,BP_01_78B_3,RP_01_76C,1,0
V001,2017,M01,BP_01_78B_3,RP_01_78A,3,0
V001,2017,M01,BP_01_78B_3,RP_01_79A,3,0
V001,2017,M01,BP_01_78B_3,RP_01_14A,1,0
V001,2017,M01,BP_01_78B_3,RP_01_14B,1,0
V001,2017,M01,BP_01_78B_3,RP_01_15A,2,0
V001,2017,M01,BP_01_78B_3,RP_01_16A,2,0
V001,2017,M01,BP_01_78B_3,RP_01_16B,3.75,0
V001,2017,M01,BP_01_78B_3,RP_01_16D,1,0
V001,2017,M01,BP_01_78B_3,RP_01_17A,1,0
V001,2017,M01,BP_01_78B_3,RP_01_17B,1,0
V001,2017,M01,BP_01_78B_3,RP_01_19A,2,0
V001,2017,M01,BP_01_78B_3,RP_01_19C,4,0
V001,2017,M01,BP_01_78B_3,RP_01_23A,1,0
V001,2017,M01,BP_01_78B_3,RP_01_24A,1,0
V001,2017,M01,BP_01_78B_3,RP_01_31C,1,0
V001,2017,M01,BP_01_78B_3,RP_01_34A,1,0
V001,2017,M01,BP_01_78B_3,RP_01_34C,1,0
V001,2017,M01,BP_01_78B_3,RP_01_35A,2,0
V001,2017,M01,BP_01_78B_3,RP_01_35B,3,0
V001,2017,M01,BP_01_78B_3,RP_01_35C,2,0
V001,2017,M01,BP_01_78B_3,RP_01_45A,1,0
V001,2017,M01,BP_01_78B_3,RP_01_45B,2,0
V001,2017,M01,BP_01_78B_3,RP_01_45C,2,0
V001,2017,M01,BP_01_78B_3,RP_01_14C,2,0
V001,2017,M01,BP_01_78B_3,RP_01_14D,1,0
V001,2017,M01,BP_01_78D_1,RP_01_16A,1,0
V001,2017,M01,BP_01_78D_1,RP_01_31B,5,0
V001,2017,M01,BP_01_78D_1,RP_01_34B,36,0
V001,2017,M01,BP_01_78D_1,RP_01_35B,155.8333333,0
V001,2017,M01,BP_01_78D_1,RP_01_38A,23,0
V001,2017,M01,BP_01_78D_1,RP_01_39A,9,0
V001,2017,M01,BP_01_78D_1,RP_01_40A,2.25,0
V001,2017,M01,BP_01_78D_1,RP_01_45B,84,0
V001,2017,M01,BP_01_78D_1,RP_01_46A,7,0
V001,2017,M01,BP_01_78D_1,RP_01_47A,15,0
V001,2017,M01,BP_01_78D_2,RP_01_61D,1,0
V001,2017,M01,BP_01_78D_2,RP_01_75A,1,0
V001,2017,M01,BP_01_78D_2,RP_01_78B,4,0
V001,2017,M01,BP_01_78D_2,RP_01_78C,13,0
V001,2017,M01,BP_01_78D_2,RP_01_14B,1,0
V001,2017,M01,BP_01_78D_2,RP_01_15A,1,0
V001,2017,M01,BP_01_78D_2,RP_01_16A,1,0
V001,2017,M01,BP_01_78D_2,RP_01_16C,2,0
V001,2017,M01,BP_01_78D_2,RP_01_16D,4,0
V001,2017,M01,BP_01_78D_2,RP_01_16E,14,0
V001,2017,M01,BP_01_78D_2,RP_01_16F,4,0
V001,2017,M01,BP_01_78D_2,RP_01_16G,3.75,0
V001,2017,M01,BP_01_78D_2,RP_01_16H,17,0
V001,2017,M01,BP_01_78D_2,RP_01_16I,7.25,0
V001,2017,M01,BP_01_78D_2,RP_01_17A,24.08333333,0
V001,2017,M01,BP_01_78D_2,RP_01_17B,1,0
V001,2017,M01,BP_01_78D_2,RP_01_18A,1,0
V001,2017,M01,BP_01_78D_2,RP_01_19A,1,0
V001,2017,M01,BP_01_78D_2,RP_01_19B,14,0
V001,2017,M01,BP_01_78D_2,RP_01_19C,1,0
V001,2017,M01,BP_01_78D_2,RP_01_23A,1,0
V001,2017,M01,BP_01_78D_2,RP_01_23B,11,0
V001,2017,M01,BP_01_78D_2,RP_01_25A,4,0
V001,2017,M01,BP_01_78D_2,RP_01_31A,1,0
V001,2017,M01,BP_01_78D_2,RP_01_31B,1,0
V001,2017,M01,BP_01_78D_2,RP_01_31C,2,0
V001,2017,M01,BP_01_78D_2,RP_01_34B,2,0
V001,2017,M01,BP_01_78D_2,RP_01_34C,10,0
V001,2017,M01,BP_01_78D_2,RP_01_35B,6,0
V001,2017,M01,BP_01_78D_2,RP_01_35C,9,0
V001,2017,M01,BP_01_78D_2,RP_01_35N,14,0
V001,2017,M01,BP_01_78D_2,RP_01_38A,1,0
V001,2017,M01,BP_01_78D_2,RP_01_39B,1,0
V001,2017,M01,BP_01_78D_2,RP_01_40B,1,0
V001,2017,M01,BP_01_78D_2,RP_01_45A,1,0
V001,2017,M01,BP_01_78D_2,RP_01_45B,4,0
V001,2017,M01,BP_01_78D_2,RP_01_45C,1,0
V001,2017,M01,BP_01_78D_2,RP_01_46A,2,0
V001,2017,M01,BP_01_78D_2,RP_01_14D,1,0
V001,2017,M01,BP_01_78D_2,RP_01_17C,39.58333333,0
V001,2017,M01,BP_01_78D_2,RP_01_17D,7,0
V001,2017,M01,BP_01_78D_2,RP_01_38D,4,0
V001,2017,M01,BP_01_78D_2,RP_01_47D,2.916666667,0
V001,2017,M01,BP_01_79B_1,RP_01_61A,6,0
V001,2017,M01,BP_01_79B_1,RP_01_61D,4,0
V001,2017,M01,BP_01_79B_1,RP_01_70A,2,0
V001,2017,M01,BP_01_79B_1,RP_01_75A,3,0
V001,2017,M01,BP_01_79B_1,RP_01_76A,7,0
V001,2017,M01,BP_01_79B_1,RP_01_78A,8,0
V001,2017,M01,BP_01_79B_1,RP_01_79A,8,0
V001,2017,M01,BP_01_79B_1,RP_01_14A,11,0
V001,2017,M01,BP_01_79B_1,RP_01_15A,2,0
V001,2017,M01,BP_01_79B_1,RP_01_16A,35,0
V001,2017,M01,BP_01_79B_1,RP_01_17A,18,0
V001,2017,M01,BP_01_79B_1,RP_01_18A,1,0
V001,2017,M01,BP_01_79B_1,RP_01_19A,8,0
V001,2017,M01,BP_01_79B_1,RP_01_23A,7,0
V001,2017,M01,BP_01_79B_1,RP_01_31A,2,0
V001,2017,M01,BP_01_79B_1,RP_01_34A,3,0
V001,2017,M01,BP_01_79B_1,RP_01_35A,21,0
V001,2017,M01,BP_01_79B_1,RP_01_40B,1,0
V001,2017,M01,BP_01_79B_1,RP_01_45A,17,0
V001,2017,M01,BP_01_79B_1,RP_01_47D,2,0
V001,2017,M01,BP_01_23B_1,RP_01_35D,51.19789827,0
V001,2017,M01,BP_01_23B_1,RP_01_35E,13.27405325,0
V001,2017,M01,BP_01_23B_1,RP_01_35F,171.9111743,0
V001,2017,M01,BP_01_23B_1,RP_01_35G,123.0573614,0
V001,2017,M01,BP_01_23B_1,RP_01_35H,168.7384826,0
V001,2017,M01,BP_01_23B_1,RP_01_35I,134.6798393,0
V001,2017,M01,BP_01_23B_1,RP_01_35K,14.91937963,0
V001,2017,M01,BP_01_23B_1,RP_01_35L,1.535144542,0
V001,2017,M01,BP_01_23B_2,RP_01_35D,83.53341296,0
V001,2017,M01,BP_01_23B_2,RP_01_35E,21.65766582,0
V001,2017,M01,BP_01_23B_2,RP_01_35F,280.4866529,0
V001,2017,M01,BP_01_23B_2,RP_01_35G,200.7778003,0
V001,2017,M01,BP_01_23B_2,RP_01_35H,275.3101558,0
V001,2017,M01,BP_01_23B_2,RP_01_35I,219.7407904,0
V001,2017,M01,BP_01_23B_2,RP_01_35K,24.34214571,0
V001,2017,M01,BP_01_23B_2,RP_01_35L,2.504709517,0
V001,2017,M01,BP_01_19B_1,RP_01_19D,111.3284833,0
V001,2017,M01,BP_01_19B_1,RP_01_19E,64.227975,0
V001,2017,M01,BP_01_19B_1,RP_01_19F,154.1471333,0
V001,2017,M01,BP_01_19B_1,RP_01_19G,305.4396833,0
V001,2017,M01,BP_01_19B_1,RP_01_19H,45.673225,0
V001,2017,M01,BP_01_19B_1,RP_01_19I,31.40034167,0
V001,2017,M01,BP_01_19B_1,RP_01_19K,11.41830833,0
V001,2017,M01,BP_01_19B_2,RP_01_19D,154.1471333,0
V001,2017,M01,BP_01_19B_2,RP_01_19E,17.12745833,0
V001,2017,M01,BP_01_19B_2,RP_01_19F,205.5295083,0
V001,2017,M01,BP_01_19B_2,RP_01_19G,633.7159833,0
V001,2017,M01,BP_01_19B_2,RP_01_19H,5.70915,0
V001,2017,M01,BP_01_19B_2,RP_01_19I,92.77373333,0
V001,2017,M01,BP_01_19B_2,RP_01_19K,52.80966667,0
V001,2017,M01,BP_01_19B_2,RP_01_19L,3.568216667,0
V001,2017,M01,BP_01_19B_3,RP_01_19D,43.53229167,0
V001,2017,M01,BP_01_19B_3,RP_01_19E,2.854575,0
V001,2017,M01,BP_01_19B_3,RP_01_19F,104.4061333,0
V001,2017,M01,BP_01_19B_3,RP_01_19G,103.9065833,0
V001,2017,M01,BP_01_19B_3,RP_01_19I,239.784425,0
V001,2017,M01,BP_01_19C_1,RP_01_19D,40.97458024,0
V001,2017,M01,BP_01_19C_1,RP_01_19E,23.63918232,0
V001,2017,M01,BP_01_19C_1,RP_01_19F,56.73403512,0
V001,2017,M01,BP_01_19C_1,RP_01_19G,112.4174375,0
V001,2017,M01,BP_01_19C_1,RP_01_19H,16.81008459,0
V001,2017,M01,BP_01_19C_1,RP_01_19I,11.55693297,0
V001,2017,M01,BP_01_19C_1,RP_01_19K,4.202521915,0
V001,2017,M01,BP_01_19C_2,RP_01_19D,56.73403512,0
V001,2017,M01,BP_01_19C_2,RP_01_19E,6.30378134,0
V001,2017,M01,BP_01_19C_2,RP_01_19F,75.64537914,0
V001,2017,M01,BP_01_19C_2,RP_01_19G,233.2399188,0
V001,2017,M01,BP_01_19C_2,RP_01_19H,2.101259424,0
V001,2017,M01,BP_01_19C_2,RP_01_19I,34.14548251,0
V001,2017,M01,BP_01_19C_2,RP_01_19K,19.43666041,0
V001,2017,M01,BP_01_19C_2,RP_01_19L,1.313286373,0
V001,2017,M01,BP_01_19C_3,RP_01_19D,16.02211154,0
V001,2017,M01,BP_01_19C_3,RP_01_19E,1.050629712,0
V001,2017,M01,BP_01_19C_3,RP_01_19F,38.42680112,0
V001,2017,M01,BP_01_19C_3,RP_01_19G,38.24294115,0
V001,2017,M01,BP_01_19C_3,RP_01_19I,88.25294182,0
V001,2017,M01,BP_01_16C_1,FP_CTS,340.5,0
V001,2017,M01,BP_01_16I_1,RP_01_14E,990.9593053,0
V001,2017,M01,BP_01_16I_1,RP_01_14F,126.6036807,0
V001,2017,M01,BP_01_16I_1,RP_01_14G,126.6036807,0
V001,2017,M01,BP_01_15A_1,RP_01_61A,1.166666667,0
V001,2017,M01,BP_01_15A_1,RP_01_70A,0.166666667,0
V001,2017,M01,BP_01_15A_1,RP_01_75A,0.166666667,0
V001,2017,M01,BP_01_15A_1,RP_01_78A,0.083333333,0
V001,2017,M01,BP_01_15A_1,RP_01_79A,1.116666667,0
V001,2017,M01,BP_01_15A_1,RP_01_79B,7.816666667,0
V001,2017,M01,BP_01_15A_1,RP_01_79C,2.233333333,0
V001,2017,M01,BP_01_15A_1,RP_01_15A,7.583333333,0
V001,2017,M01,BP_01_15A_1,RP_01_16A,4.833333333,0
V001,2017,M01,BP_01_15A_1,RP_01_17A,18.04166667,0
V001,2017,M01,BP_01_15A_1,RP_01_18A,0.083333333,0
V001,2017,M01,BP_01_15A_1,RP_01_19A,2.266666667,0
V001,2017,M01,BP_01_15A_1,RP_01_19B,20.4,0
V001,2017,M01,BP_01_15A_1,RP_01_23A,5.116666667,0
V001,2017,M01,BP_01_15A_1,RP_01_23B,46.05,0
V001,2017,M01,BP_01_15A_1,RP_01_31A,1.583333333,0
V001,2017,M01,BP_01_15A_1,RP_01_31C,1.583333333,0
V001,2017,M01,BP_01_15A_1,RP_01_35A,8.5,0
V001,2017,M01,BP_01_15A_1,RP_01_35C,8.5,0
V001,2017,M01,BP_01_15A_1,RP_01_45A,13.41666667,0
V001,2017,M01,BP_01_15A_1,RP_01_45C,13.41666667,0
V001,2017,M01,BP_01_15A_1,RP_01_17D,18.04166667,0
V001,2017,M01,BP_01_18A_1,FP_CTS,51.075,0
V001,2017,M01,BP_01_18A_2,FP_CTS,85.125,0
V001,2017,M01,BP_01_18A_3,FP_CTS,34.05,0
V001,2017,M01,BP_01_17A_1,RP_01_14E,1047.867391,0
V001,2017,M01,BP_01_17A_1,RP_01_14F,58.21485507,0
V001,2017,M01,BP_01_17A_1,RP_01_14G,58.21485507,0
V001,2017,M01,BP_01_17A_1,RP_01_14H,1754.644928,0
V001,2017,M01,BP_01_17A_1,RP_01_14I,524.7536232,0
V001,2017,M01,BP_01_17A_2,RP_01_14E,295.173913,0
V001,2017,M01,BP_01_17A_2,RP_01_14F,16.39855072,0
V001,2017,M01,BP_01_17A_2,RP_01_14G,16.39855072,0
V001,2017,M01,BP_01_17B_1,RP_01_14E,124.92,0
V001,2017,M01,BP_01_17B_1,RP_01_14F,6.94,0
V001,2017,M01,BP_01_17B_1,RP_01_14G,6.94,0
V001,2017,M01,BP_01_17B_1,RP_01_14H,138.8,0
V001,2017,M01,BP_01_17B_1,RP_01_14I,69.4,0
V001,2017,M01,BP_01_17C_1,RP_01_14E,212.8388816,0
V001,2017,M01,BP_01_17C_1,RP_01_14F,13.58546053,0
V001,2017,M01,BP_01_17C_1,RP_01_14H,226.4243421,0
V001,2017,M01,BP_01_17C_2,RP_01_14E,1418.925877,0
V001,2017,M01,BP_01_17C_2,RP_01_14F,90.56973684,0
V001,2017,M01,BP_01_17C_2,RP_01_14H,1509.495614,0
V001,2017,M01,BP_01_17C_3,RP_01_34D,905.6973684,0
V001,2017,M01,BP_01_17C_3,RP_01_46A,150.9495614,0
V001,2017,M01,BP_01_17C_3,RP_01_47B,301.8991228,0
V001,2017,M01,BP_01_17C_4,RP_01_45B,905.6973684,0
V001,2017,M01,BP_01_17D_1,SF_307485,0.273108333,0
V001,2017,M01,BP_01_17D_1,SF_314612,4.691641667,0
V001,2017,M01,BP_01_17D_1,SF_314613,1.559991667,0
V001,2017,M01,BP_01_17D_1,SF_314614,1.559991667,0
V001,2017,M01,BP_01_17D_1,SF_314615,4.691641667,0
V001,2017,M01,BP_01_17D_1,SF_314616,4.333258333,0
V001,2017,M01,BP_01_17D_1,SF_314617,0.039708333,0
V001,2017,M01,BP_01_17D_1,SF_314618,4.691641667,0
V001,2017,M01,BP_01_17D_1,SF_314619,4.333258333,0
V001,2017,M01,BP_01_17D_1,SF_314620,0.039708333,0
V001,2017,M01,BP_01_17D_1,SF_314621,0.2028,0
V001,2017,M01,BP_01_17D_1,SF_314622,4.333258333,0
V001,2017,M01,BP_01_17D_1,SF_314623,0.079416667,0
V001,2017,M01,BP_01_17D_1,SF_314624,4.691641667,0
V001,2017,M01,BP_01_17D_1,SF_314626,4.078366667,0
V001,2017,M01,BP_01_17D_1,SF_314628,0.039708333,0
V001,2017,M01,BP_01_17D_1,SF_314629,0.039708333,0
V001,2017,M01,BP_01_17D_1,SF_314630,10.39956667,0
V001,2017,M01,BP_01_17D_1,SF_314631,3.887791667,0
V001,2017,M01,BP_01_17D_1,SF_314632,5.88665,0
V001,2017,M01,BP_01_17D_1,SF_314633,1.733325,0
V001,2017,M01,BP_01_17D_1,SF_314634,3.466616667,0
V001,2017,M01,BP_01_17D_1,SF_314635,0.079416667,0
V001,2017,M01,BP_01_17D_1,SF_314636,0.217008333,0
V001,2017,M01,BP_01_17D_1,SF_314637,2.943358333,0
V001,2017,M01,BP_01_17D_1,SF_314638,4.078366667,0
V001,2017,M01,BP_01_17D_1,SF_314639,2.943358333,0
V001,2017,M01,BP_01_17D_1,SF_314640,1.247991667,0
V001,2017,M01,BP_01_17D_1,SF_314641,4.521658333,0
V001,2017,M01,BP_01_17D_1,SF_314642,3.466616667,0
V001,2017,M01,BP_01_17D_1,SF_314643,0.158858333,0
V001,2017,M01,BP_01_17D_1,SF_314644,0.433325,0
V001,2017,M01,BP_01_17D_1,SF_314645,2.943358333,0
V001,2017,M01,BP_01_17D_1,SF_314646,4.078366667,0
V001,2017,M01,BP_01_17D_1,SF_314647,3.466616667,0
V001,2017,M01,BP_01_17D_1,SF_314648,0.158858333,0
V001,2017,M01,BP_01_17D_1,SF_314649,4.521658333,0
V001,2017,M01,BP_01_17D_1,SF_314650,3.466616667,0
V001,2017,M01,BP_01_17D_1,SF_314651,0.079416667,0
V001,2017,M01,BP_01_17D_1,SF_314652,4.691641667,0
V001,2017,M01,BP_01_17D_1,SF_314653,4.333258333,0
V001,2017,M01,BP_01_17D_1,SF_314654,0.079416667,0
V001,2017,M01,BP_01_17D_1,SF_314655,0.271258333,0
V001,2017,M01,BP_01_17D_1,SF_314656,2.516125,0
V001,2017,M01,BP_01_17D_1,SF_314682,2.079983333,0
V001,2017,M01,BP_01_17D_1,SF_314683,1.733325,0
V001,2017,M01,BP_01_17D_1,SF_314684,1.559991667,0
V001,2017,M01,BP_01_17D_1,SF_315651,0.808883333,0
V001,2017,M01,BP_01_17D_1,SF_315653,6.066416667,0
V001,2017,M01,BP_01_17D_1,SF_315655,0.808883333,0
V001,2017,M01,BP_01_17D_1,SF_315656,1.061216667,0
V001,2017,M01,BP_01_17D_1,SF_315657,1.061216667,0
V001,2017,M01,BP_01_17D_1,SF_315660,1.363283333,0
V001,2017,M01,BP_01_17D_1,SF_315661,1.061216667,0
V001,2017,M01,BP_01_17D_1,SF_315662,0.808883333,0
V001,2017,M01,BP_01_17D_1,SF_315663,1.061216667,0
V001,2017,M01,BP_01_17D_1,SF_315664,2.843691667,0
V001,2017,M01,BP_01_17D_1,SF_315665,1.061216667,0
V001,2017,M01,BP_01_17D_1,SF_315670,1.297683333,0
V001,2017,M01,BP_01_17D_1,SF_315674,0.252775,0
V001,2017,M01,BP_01_17D_1,SF_315680,0.50555,0
V001,2017,M01,BP_01_17D_1,SF_315738,3.221166667,0
V001,2017,M01,BP_01_17D_1,SF_350039,5.669525,0
V001,2017,M01,BP_01_17D_1,SF_350040,10.35198333,0
V001,2017,M01,BP_01_17D_1,SF_350043,9.488433333,0
V001,2017,M01,BP_01_17D_1,SF_350046,9.253758333,0
V001,2017,M01,BP_01_17D_1,SF_350049,9.546075,0
V001,2017,M01,BP_01_17D_1,SF_350052,9.658916667,0
V001,2017,M01,BP_01_17D_1,SF_350055,9.542508333,0
V001,2017,M01,BP_01_17D_1,SF_350058,8.968816667,0
V001,2017,M01,BP_01_17D_1,SF_350074,145.7878417,0
V001,2017,M01,BP_01_17D_1,SF_350075,77.92145833,0
V001,2017,M01,BP_01_17D_1,SF_350079,3.363008333,0
V001,2017,M01,BP_01_17D_1,SF_350082,3.363008333,0
V001,2017,M01,BP_01_17D_1,SF_350085,2.466383333,0
V001,2017,M01,BP_01_17D_1,SF_350088,3.363008333,0
V001,2017,M01,BP_01_17D_1,SF_350091,7.427533333,0
V001,2017,M01,BP_01_17D_1,SF_350092,4.321958333,0
V001,2017,M01,BP_01_17D_1,SF_350096,4.138016667,0
V001,2017,M01,BP_01_17D_1,SF_350097,10.51455,0
V001,2017,M01,BP_01_17D_1,SF_350098,0.191675,0
V001,2017,M01,BP_01_17D_1,SF_350099,3.385733333,0
V001,2017,M01,BP_01_17D_1,SF_350100,4.160758333,0
V001,2017,M01,BP_01_17D_1,SF_350119,8.290616667,0
V001,2017,M01,BP_01_17D_1,SF_350120,8.781558333,0
V001,2017,M01,BP_01_17D_1,SF_350124,10.07511667,0
V001,2017,M01,BP_01_17D_1,SF_350132,10.0646,0
V001,2017,M01,BP_01_17D_1,SF_350140,10.12800833,0
V001,2017,M01,BP_01_17D_1,SF_350144,10.13421667,0
V001,2017,M01,BP_01_17D_1,SF_350147,2.421625,0
V001,2017,M01,BP_01_17D_1,SF_350156,15.59380833,0
V001,2017,M01,BP_01_17D_1,SF_350160,15.56548333,0
V001,2017,M01,BP_01_17D_1,SF_350164,15.59380833,0
V001,2017,M01,BP_01_17D_1,SF_350168,15.48874167,0
V001,2017,M01,BP_01_17D_1,SF_350172,2.422166667,0
V001,2017,M01,BP_01_17D_1,SF_350207,2.416725,0
V001,2017,M01,BP_01_17D_1,SF_350211,2.416725,0
V001,2017,M01,BP_01_17D_1,SF_350216,2.260725,0
V001,2017,M01,BP_01_17D_1,SF_350218,17.5969,0
V001,2017,M01,BP_01_17D_1,SF_350223,28.77376667,0
V001,2017,M01,BP_01_17D_1,SF_350230,4.223716667,0
V001,2017,M01,BP_01_17D_1,SF_350232,0.653941667,0
V001,2017,M01,BP_01_17D_1,SF_350233,5.380808333,0
V001,2017,M01,BP_01_17D_1,SF_350238,3.579258333,0
V001,2017,M01,BP_01_17D_1,SF_350242,7.597975,0
V001,2017,M01,BP_01_17D_1,SF_350243,8.44785,0
V001,2017,M01,BP_01_17D_1,SF_350244,8.048458333,0
V001,2017,M01,BP_01_17D_1,SF_350246,19.68253333,0
V001,2017,M01,BP_01_17D_1,SF_350247,8.365791667,0
V001,2017,M01,BP_01_17D_1,SF_350266,76.22583333,0
V001,2017,M01,BP_01_17D_1,SF_350268,0.988975,0
V001,2017,M01,BP_01_17D_1,SF_350271,228.7541583,0
V001,2017,M01,BP_01_17D_1,SF_350276,8.130608333,0
V001,2017,M01,BP_01_17D_1,SF_350277,8.130608333,0
V001,2017,M01,BP_01_17D_1,SF_350279,10.45909167,0
V001,2017,M01,BP_01_17D_1,SF_350280,10.45909167,0
V001,2017,M01,BP_01_17D_1,SF_350281,9.333291667,0
V001,2017,M01,BP_01_17D_1,SF_350287,32.19113333,0
V001,2017,M01,BP_01_17D_1,SF_350297,3.579258333,0
V001,2017,M01,BP_01_17D_1,SF_350298,3.579258333,0
V001,2017,M01,BP_01_17D_1,SF_350307,1.742058333,0
V001,2017,M01,BP_01_17D_1,SF_350308,1.742058333,0
V001,2017,M01,BP_01_17D_1,SF_350314,19.51334167,0
V001,2017,M01,BP_01_17D_1,SF_350326,4.764241667,0
V001,2017,M01,BP_01_17D_1,SF_350338,0.617825,0
V001,2017,M01,BP_01_17D_1,SF_350350,0.731775,0
V001,2017,M01,BP_01_17D_1,SF_350351,0.532816667,0
V001,2017,M01,BP_01_17D_1,SF_350359,25.62506667,0
V001,2017,M01,BP_01_17D_1,SF_350360,2.545341667,0
V001,2017,M01,BP_01_17D_1,SF_350364,4.4015,0
V001,2017,M01,BP_01_17D_1,SF_350365,24.66045833,0
V001,2017,M01,BP_01_17D_1,SF_350366,1.742058333,0
V001,2017,M01,BP_01_17D_1,SF_350367,1.742058333,0
V001,2017,M01,BP_01_17D_1,SF_350368,49.776625,0
V001,2017,M01,BP_01_17D_1,SF_350369,28.44406667,0
V001,2017,M01,BP_01_17D_1,SF_350390,4.838966667,0
V001,2017,M01,BP_01_17D_1,SF_350391,3.523383333,0
V001,2017,M01,BP_01_17D_1,SF_350393,2.609391667,0
V001,2017,M01,BP_01_17D_1,SF_350394,1.742058333,0
V001,2017,M01,BP_01_17D_1,SF_350395,20.91808333,0
V001,2017,M01,BP_01_17D_1,SF_350400,2.888925,0
V001,2017,M01,BP_01_17D_1,SF_350004,8.699583333,0
V001,2017,M01,BP_01_17D_1,SF_350005,1.877791667,0
V001,2017,M01,BP_01_17D_1,SF_350006,1.942016667,0
V001,2017,M01,BP_01_17D_1,SF_350014,18.90668333,0
V001,2017,M01,BP_01_17D_1,SF_350015,10.50055,0
V001,2017,M01,BP_01_17D_1,SF_350016,12.93855833,0
V001,2017,M01,BP_01_17D_1,SF_350021,5.258883333,0
V001,2017,M01,BP_01_17D_1,SF_350025,1.051333333,0
V001,2017,M01,BP_01_17D_1,SF_350027,0.029558333,0
V001,2017,M01,BP_01_17D_1,SF_350250,2.52895,0
V001,2017,M01,BP_01_17D_1,SF_350316,1.148691667,0
V001,2017,M01,BP_01_17D_1,SF_350332,0.169725,0
V001,2017,M01,BP_01_17D_1,SF_350333,0.10575,0
V001,2017,M01,BP_01_17D_1,SF_350334,0.10365,0
V001,2017,M01,BP_01_17D_1,SF_350336,1.205625,0
V001,2017,M01,BP_01_17D_1,SF_350339,4.135258333,0
V001,2017,M01,BP_01_17D_1,SF_350341,7.318975,0
V001,2017,M01,BP_01_17D_1,SF_350345,0.173608333,0
V001,2017,M01,BP_01_17D_1,SF_350347,7.75E-04,0
V001,2017,M01,BP_01_17D_1,SF_350363,13.23479167,0
V001,2017,M01,BP_01_17D_1,SF_350377,1.942016667,0
V001,2017,M01,BP_01_17D_1,SF_350414,6.2184,0
V001,2017,M01,BP_01_17D_1,SF_360003,322.1125333,0
V001,2017,M01,BP_01_17D_1,SF_360015,953.9098833,0
